pk_id,reward
1,5000000000
2,5000000000
3,5000000000
4,5000000000
5,5000000000
6,5000000000
7,5000000000
8,5000000000
9,5000000000
10,5000000000
11,5000000000
12,5000000000
13,5000000000
14,5000000000
15,5000000000
16,5000000000
17,5000000000
18,5000000000
19,5000000000
20,5000000000
21,5000000000
22,5000000000
23,5000000000
24,5000000000
25,5000000000
26,5000000000
27,5000000000
28,5000000000
29,5000000000
30,5000000000
31,5000000000
32,5000000000
33,5000000000
34,5000000000
35,5000000000
36,5000000000
37,5000000000
38,5000000000
39,5000000000
40,5000000000
41,5000000000
42,5000000000
43,5000000000
44,5000000000
45,5000000000
46,5000000000
47,5000000000
48,5000000000
49,5000000000
50,5000000000
51,5000000000
52,5000000000
53,5000000000
54,5000000000
55,5000000000
56,5000000000
57,5000000000
58,5000000000
59,5000000000
60,5000000000
61,5000000000
62,5000000000
63,5000000000
64,5000000000
65,5000000000
66,5000000000
67,5000000000
68,5000000000
69,5000000000
70,5000000000
71,5000000000
72,5000000000
73,5000000000
74,5000000000
75,5000000000
76,5000000000
77,5000000000
78,5000000000
79,5000000000
80,5000000000
81,5000000000
82,5000000000
83,5000000000
84,5000000000
85,5000000000
86,5000000000
87,5000000000
88,5000000000
89,5000000000
90,5000000000
91,5000000000
92,5000000000
93,5000000000
94,5000000000
95,5000000000
96,5000000000
97,5000000000
98,5000000000
99,5000000000
100,5000000000
101,5000000000
102,5000000000
103,5000000000
104,5000000000
105,5000000000
106,5000000000
107,5000000000
108,5000000000
109,5000000000
110,5000000000
111,5000000000
112,5000000000
113,5000000000
114,5000000000
115,5000000000
116,5000000000
117,5000000000
118,5000000000
119,5000000000
120,5000000000
121,5000000000
122,5000000000
123,5000000000
124,5000000000
125,5000000000
126,5000000000
127,5000000000
128,5000000000
129,5000000000
130,5000000000
131,5000000000
132,5000000000
133,5000000000
134,5000000000
135,5000000000
136,5000000000
137,5000000000
138,5000000000
139,5000000000
140,5000000000
141,5000000000
142,5000000000
143,5000000000
144,5000000000
145,5000000000
146,5000000000
147,5000000000
148,5000000000
149,5000000000
150,5000000000
151,5000000000
152,5000000000
153,5000000000
154,5000000000
155,5000000000
156,5000000000
157,5000000000
158,5000000000
159,5000000000
160,5000000000
161,5000000000
162,5000000000
163,5000000000
164,5000000000
165,5000000000
166,5000000000
167,5000000000
168,5000000000
169,5000000000
170,5000000000
171,5000000000
173,5000000000
174,5000000000
175,5000000000
176,5000000000
177,5000000000
178,5000000000
179,5000000000
180,5000000000
181,5000000000
182,5000000000
183,5000000000
185,5000000000
187,5000000000
189,5000000000
190,5000000000
191,5000000000
192,5000000000
194,5000000000
195,5000000000
196,5000000000
197,5000000000
198,5000000000
199,5000000000
200,5000000000
201,5000000000
202,5000000000
203,5000000000
204,5000000000
205,5000000000
206,5000000000
207,5000000000
208,5000000000
209,5000000000
210,5000000000
211,5000000000
212,5000000000
213,5000000000
214,5000000000
215,5000000000
216,5000000000
217,5000000000
218,5000000000
219,5000000000
220,5000000000
221,5000000000
222,5000000000
223,5000000000
224,5000000000
225,5000000000
226,5000000000
227,5000000000
229,5000000000
230,5000000000
231,5000000000
232,5000000000
233,5000000000
234,5000000000
235,5000000000
236,5000000000
237,5000000000
238,5000000000
239,5000000000
240,5000000000
241,5000000000
242,5000000000
243,5000000000
244,5000000000
245,5000000000
246,5000000000
247,5000000000
248,5000000000
249,5000000000
250,5000000000
251,5000000000
252,5000000000
253,5000000000
254,5000000000
255,5000000000
257,5000000000
258,5000000000
259,5000000000
260,5000000000
261,5000000000
262,5000000000
263,5000000000
264,5000000000
265,5000000000
266,5000000000
267,5000000000
268,5000000000
269,5000000000
270,5000000000
271,5000000000
272,5000000000
273,5000000000
274,5000000000
275,5000000000
276,5000000000
277,5000000000
278,5000000000
279,5000000000
280,5000000000
281,5000000000
282,5000000000
283,5000000000
284,5000000000
285,5000000000
286,5000000000
287,5000000000
288,5000000000
289,5000000000
290,5000000000
291,5000000000
292,5000000000
293,5000000000
294,5000000000
295,5000000000
296,5000000000
297,5000000000
298,5000000000
299,5000000000
300,5000000000
301,5000000000
302,5000000000
303,5000000000
304,5000000000
305,5000000000
306,5000000000
307,5000000000
308,5000000000
309,5000000000
310,5000000000
311,5000000000
312,5000000000
313,5000000000
314,5000000000
315,5000000000
316,5000000000
317,5000000000
318,5000000000
319,5000000000
320,5000000000
321,5000000000
322,5000000000
323,5000000000
324,5000000000
325,5000000000
326,5000000000
327,5000000000
328,5000000000
329,5000000000
330,5000000000
331,5000000000
332,5000000000
333,5000000000
334,5000000000
335,5000000000
336,5000000000
337,5000000000
338,5000000000
339,5000000000
340,5000000000
341,5000000000
342,5000000000
343,5000000000
344,5000000000
345,5000000000
346,5000000000
347,5000000000
348,5000000000
349,5000000000
350,5000000000
351,5000000000
352,5000000000
353,5000000000
354,5000000000
355,5000000000
356,5000000000
357,5000000000
358,5000000000
359,5000000000
360,5000000000
361,5000000000
362,5000000000
363,5000000000
364,5000000000
365,5000000000
366,5000000000
367,5000000000
368,5000000000
369,5000000000
370,5000000000
371,5000000000
372,5000000000
373,5000000000
374,5000000000
375,5000000000
376,5000000000
377,5000000000
378,5000000000
379,5000000000
380,5000000000
381,5000000000
382,5000000000
383,5000000000
384,5000000000
385,5000000000
386,5000000000
387,5000000000
388,5000000000
389,5000000000
390,5000000000
391,5000000000
392,5000000000
393,5000000000
394,5000000000
395,5000000000
396,5000000000
397,5000000000
398,5000000000
399,5000000000
400,5000000000
401,5000000000
402,5000000000
403,5000000000
404,5000000000
405,5000000000
406,5000000000
407,5000000000
408,5000000000
409,5000000000
410,5000000000
411,5000000000
412,5000000000
413,5000000000
414,5000000000
415,5000000000
416,5000000000
417,5000000000
418,5000000000
419,5000000000
420,5000000000
421,5000000000
422,5000000000
423,5000000000
424,5000000000
425,5000000000
426,5000000000
427,5000000000
428,5000000000
429,5000000000
430,5000000000
431,5000000000
432,5000000000
433,5000000000
434,5000000000
435,5000000000
436,5000000000
437,5000000000
438,5000000000
439,5000000000
440,5000000000
441,5000000000
442,5000000000
443,5000000000
444,5000000000
445,5000000000
446,5000000000
447,5000000000
448,5000000000
449,5000000000
450,5000000000
451,5000000000
452,5000000000
453,5000000000
454,5000000000
455,5000000000
456,5000000000
457,5000000000
458,5000000000
459,5000000000
460,5000000000
461,5000000000
462,5000000000
463,5000000000
464,5000000000
465,5000000000
466,5000000000
467,5000000000
468,5000000000
469,5000000000
470,5000000000
471,5000000000
472,5000000000
473,5000000000
474,5000000000
475,5000000000
476,5000000000
477,5000000000
478,5000000000
479,5000000000
480,5000000000
481,5000000000
482,5000000000
483,5000000000
484,5000000000
485,5000000000
486,5000000000
487,5000000000
488,5000000000
489,5000000000
490,5000000000
491,5000000000
492,5000000000
493,5000000000
494,5000000000
495,5000000000
496,5000000000
497,5000000000
498,5000000000
499,5000000000
500,5000000000
501,5000000000
502,5000000000
503,5000000000
504,5000000000
506,5000000000
507,5000000000
508,5000000000
509,5000000000
510,5000000000
511,5000000000
512,5000000000
513,5000000000
514,5000000000
515,5000000000
516,5000000000
517,5000000000
518,5000000000
519,5000000000
520,5000000000
521,5000000000
522,5000000000
523,5000000000
524,5000000000
525,5000000000
526,5000000000
527,5000000000
528,5000000000
529,5000000000
530,5000000000
531,5000000000
532,5000000000
533,5000000000
535,5000000000
536,5000000000
537,5000000000
538,5000000000
539,5000000000
540,5000000000
541,5000000000
542,5000000000
543,5000000000
544,5000000000
545,5000000000
546,5000000000
547,5000000000
548,5000000000
549,5000000000
550,5000000000
551,5000000000
552,5000000000
553,5000000000
554,5000000000
555,5000000000
557,5000000000
559,5000000000
560,5000000000
561,5000000000
562,5000000000
563,5000000000
564,5000000000
565,5000000000
566,5000000000
567,5000000000
568,5000000000
569,5000000000
570,5000000000
571,5000000000
572,5000000000
573,5000000000
574,5000000000
575,5000000000
576,5000000000
577,5000000000
578,5000000000
579,5000000000
580,5000000000
581,5000000000
582,5000000000
583,5000000000
584,5000000000
585,5000000000
586,5000000000
587,5000000000
588,5000000000
589,5000000000
590,5000000000
591,5000000000
592,5000000000
593,5000000000
594,5000000000
595,5000000000
596,5000000000
597,5000000000
598,5000000000
601,5000000000
602,5000000000
603,5000000000
604,5000000000
605,5000000000
606,5000000000
607,5000000000
609,5000000000
610,5000000000
611,5000000000
612,5000000000
613,5000000000
614,5000000000
615,5000000000
616,5000000000
617,5000000000
618,5000000000
619,5000000000
620,5000000000
621,5000000000
622,5000000000
623,5000000000
624,5000000000
625,5000000000
626,5000000000
627,5000000000
628,5000000000
629,5000000000
630,5000000000
631,5000000000
632,5000000000
633,5000000000
634,5000000000
635,5000000000
636,5000000000
637,5000000000
